year,name,PracticeID,lhb,lhbcode,la,lacode,GPCluster,clustercode,pop,CHD,COPD,DEM,DIAB,EPI,HF,HYP,LRN,MEN,OBI,OST,PAL,RAR,STR,AF,AST,CAN,FLU
2019,Strawberry Place Surgery,W98044,Abertawe Bro Morgannwg,7A3,Swansea,532,Cwmtawe,CC307,"7,000", 232 , 138 , 43 , 396 , 72 , 63 ," 1,012 ", 35 , 94 , 792 , 32 , 10 , 42 , 134 , 140 , 538 , 206 ," 1,569 "
2019,Gower Medical Practice,W98045,Abertawe Bro Morgannwg,7A3,Swansea,532,BayHealth,CC302,"6,329", 256 , 94 , 89 , 296 , 23 , 77 ," 1,007 ", 8 , 60 , 484 , 36 , 10 , 34 , 171 , 228 , 372 , 253 ," 2,132 "
2019,Vale of Neath Practice,W98046,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Upper Valleys,CC311,"9,465", 400 , 289 , 65 , 702 , 76 , 124 ," 1,833 ", 49 , 126 , 929 , 74 , 10 , 87 , 245 , 262 , 861 , 334 ," 2,586 "
2019,Tabernacle Surgery,W98048,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Neath,CC309,"5,161", 129 , 77 , 12 , 297 , 26 , 18 , 730 , 25 , 50 , 596 , 3 , 4 , 40 , 79 , 98 , 371 , 94 ," 1,100 "
2019,Uplands Surgery,W98049,Abertawe Bro Morgannwg,7A3,Swansea,532,BayHealth,CC302,"9,388", 276 , 108 , 75 , 389 , 41 , 120 ," 1,181 ", 16 , 118 , 539 , 18 , 14 , 52 , 201 , 251 , 603 , 283 ," 2,370 "
2019,University Health Centre,W98053,Abertawe Bro Morgannwg,7A3,Swansea,532,BayHealth,CC302,"9,824", 4 , 2 , 1 , 58 , 25 , 2 , 36 , -00 , 6 , 426 , -00 , -00 , 2 , 3 , 3 , 418 , 10 , 86 
2019,Kings Road Surgery,W98055,Abertawe Bro Morgannwg,7A3,Swansea,532,BayHealth,CC302,"3,719", 143 , 42 , 44 , 187 , 21 , 54 , 601 , 12 , 27 , 153 , 19 , 15 , 26 , 94 , 122 , 265 , 176 ," 1,162 "
2019,Harbourside Health Centre,W98056,Abertawe Bro Morgannwg,7A3,Swansea,532,CityHealth,CC306,"5,257", 185 , 132 , 66 , 359 , 46 , 43 , 918 , 25 , 53 , 735 , 5 , 37 , 33 , 98 , 113 , 392 , 120 ," 1,086 "
2019,SA1 Medical Centre,W98057,Abertawe Bro Morgannwg,7A3,Swansea,532,CityHealth,CC306,"8,121", 250 , 209 , 69 , 470 , 56 , 65 , 927 , 39 , 86 , 731 , 16 , 19 , 38 , 139 , 122 , 494 , 148 ," 1,314 "
2019,Abertawe Medical Partnership,W98608,Abertawe Bro Morgannwg,7A3,Swansea,532,CityHealth,CC306,"6,716", 207 , 177 , 50 , 481 , 54 , 45 , 919 , 49 , 136 , 518 , 6 , 15 , 31 , 129 , 118 , 389 , 99 ," 1,445 "
2019,Cheriton Medical Centre,W98612,Abertawe Bro Morgannwg,7A3,Swansea,532,Penderi,CC310,"2,134", 48 , 109 , 3 , 132 , 14 , 17 , 276 , 16 , 19 , 239 , 2 , 2 , 8 , 27 , 21 , 105 , 47 , 415 
2019,Cwmavon Health Centre (Dr Penney),W98627,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Afan,CC301,"2,307", 106 , 59 , 18 , 180 , 35 , 26 , 387 , 21 , 36 , 378 , 8 , 7 , 16 , 58 , 53 , 230 , 85 , 612 
2019,Alfred Street Primary Care Centre,W98785,Abertawe Bro Morgannwg,7A3,Neath Port Talbot,534,Neath,CC309,"2,515", 70 , 64 , 6 , 152 , 27 , 18 , 336 , 18 , 41 , 118 , -00 , 4 , 12 , 42 , 48 , 209 , 38 , 585 
